,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
52884,725569,2013,['84/43844984_1986-07-16_2013.jpg'],0.0,['Chelsea Martin'],[[269.11848581  31.54928682 315.03741605  77.46821706]],4.140012768736336,,1986,27
52885,716611,2008,['21/43845421_1962-01-05_2008.jpg'],1.0,['Jean Pieters'],[[156.9109438   71.64279264 284.22717055 198.95901939]],3.7947923842061373,,1962,46
52889,701430,1948,['63/43848563_1920-06-13_1948.jpg'],1.0,['Fritz Barzilauskas'],[[123.93742444  99.27513955 234.29170644 209.62942155]],4.168373324813556,,1920,28
52890,712272,1985,['48/43848_1950-02-18_1985.jpg'],0.0,['Cybill Shepherd'],[[105.97683617  79.70262713 341.56471754 315.2905085 ]],4.807420326119081,,1950,35
52895,703323,1950,['69/43860269_1925-08-19_1950.jpg'],1.0,['Joe Watson'],[[163.91594031  50.94244317 276.15743745 163.18394031]],4.372064909411491,,1925,25
52899,704193,1952,['13/43866413_1928-01-06_1952.jpg'],1.0,['Keever Jankovich'],[[254.24334455 107.39140823 373.80492881 226.95299249]],3.023601460785746,,1928,24
52902,724143,2013,['04/4387104_1982-08-20_2013.jpg'],0.0,['Meghan Ory'],[[ 49.3300519   97.99810381 267.67428547 316.34233738]],5.2407098016375375,,1982,31
52903,723892,2013,['14/438714_1981-12-12_2013.jpg'],1.0,['Yuvraj Singh'],[[168.84852752  68.01701101 319.29980228 218.46828577]],5.956775395493779,,1981,32
52904,726874,2014,['22/43873622_1990-02-10_2014.jpg'],0.0,['Svetlana Konovalova'],[[ 63.18098404  83.97464539 249.52393616 270.31759751]],3.371954127010553,,1990,24
52906,728895,2013,['72/43879472_1995-08-24_2013.jpg'],1.0,['Martin Redlicki'],[[295.56672678  70.21805336 372.69203681 147.34336339]],3.3179683695227418,,1995,18
52912,719794,2012,['24/43881924_1970-09-23_2012.jpg'],0.0,['Christina Große'],[[122.22159338 104.88708004 277.35221344 260.0177001 ]],4.355016222471001,,1970,42
52913,728113,2012,['97/43884397_1993-07-03_2012.jpg'],1.0,['Vincent Lacoste'],[[ 81.092 214.852 321.024 454.784]],4.8803569801217535,,1993,19
52914,728129,2015,['50/43886650_1993-07-19_2015.jpg'],0.0,['Alycia Debnam-Carey'],[[ 61.24228141 121.60456282 331.99254776 392.35482917]],5.067364842731803,,1993,22
52918,720958,2015,['04/438904_1973-11-30_2015.jpg'],1.0,['Christian Cage'],[[105.97683617 211.07367233 341.56471754 446.66155371]],3.6161209348366943,,1973,42
52920,701322,1976,['27/438927_1920-02-26_1976.jpg'],1.0,['Tony Randall'],[[ 74.42411159 172.48292704 294.17644635 392.2352618 ]],3.8125941147006537,,1920,56
52923,728812,2015,['68/43895868_1995-06-02_2015.jpg'],1.0,['Laslo Djere'],[[176.88 205.04 239.36 267.52]],3.000743653155802,,1995,20
52924,691446,1945,['68/4389668_1893-02-10_1945.jpg'],1.0,['Forrest B. Royal'],[[133.76  62.08 225.28 153.6 ]],3.609520635102279,,1893,52
52925,711190,2013,['63/43897863_1947-03-04_2013.jpg'],1.0,['Nicole Calfan'],[[ 70.21805336 104.88708004 381.35929348 416.02832016]],4.304822262045921,,1947,66
52926,698613,1950,['94/4389894_1912-09-26_1950.jpg'],1.0,['Vic Heyliger'],[[ 74.59541809  37.53170904 121.78075828  84.71704924]],3.047278632813189,,1912,38
52930,723066,2009,['39/5381839_1979-09-08_2009.jpg'],1.0,['Miles Jupp'],[[252.7991691   80.83291744 355.39692009 183.43066843]],4.5775535039608455,,1979,30
52931,708147,1999,['33/5382033_1938-11-03_1999.jpg'],1.0,['Yvon Cormier'],[[113.80583016  49.18192721 258.49561178 193.87170884]],3.8089078530431464,,1938,61
52934,723687,2013,['31/538331_1981-05-21_2013.jpg'],1.0,['Maximilian Mutzke'],[[139.55610672 104.88708004 294.68672678 260.0177001 ]],4.293297782534179,,1981,32
52938,725131,2014,['72/5385372_1985-05-04_2014.jpg'],1.0,['Fernandinho'],[[113.52 141.68 366.08 394.24]],4.2418305995824905,,1985,29
52942,722299,2010,['05/538605_1977-08-02_2010.jpg'],1.0,['Edward Furlong'],[[ 92.37210993 115.24513741 297.34935726 320.22238474]],3.297354398911462,,1977,33
52946,714779,2009,['23/538723_1956-12-30_2009.jpg'],0.0,['Suzy Bogguss'],[[209.25498283  37.65205579 318.69115021 147.08822317]],3.185258005709224,,1956,53
52957,702420,2008,['81/638381_1923-02-28_2008.jpg'],1.0,['Charles Durning'],[[ 60.61638087 120.35276175 238.9455235  298.68190437]],3.159981294016568,,1923,85
52959,727054,2013,['36/6384236_1990-08-09_2013.jpg'],0.0,['Adelaide Kane'],[[100.44063479 140.26488871 278.76977741 318.59403133]],3.6719480044802912,,1990,23
52962,688802,1940,['01/638501_1885-11-15_1940.jpg'],1.0,['Frederick Handley Page'],[[156.89062006 104.88708004 312.02124012 260.0177001 ]],3.400766664809578,,1885,55
52968,725574,2008,['12/6387012_1986-07-21_2008.jpg'],1.0,['Matt Simon'],[[109.21160159  48.1175757  169.70562748 108.61160159]],3.44371680945892,,1986,22
52969,724310,2012,['24/6387424_1983-02-03_2012.jpg'],1.0,['Younis Mahmoud'],[[254.34551887 106.56063286 443.35465802 295.56977201]],3.7518529079883787,,1983,29
52971,724960,2010,['03/6388103_1984-11-14_2010.jpg'],0.0,['Mamta Mohandas'],[[29.32070647 34.16649088 72.68676616 77.53255057]],3.790570738186118,,1984,26
52972,722321,2014,['60/6388260_1977-08-24_2014.jpg'],1.0,['John Green'],[[192.95160331  75.5745124  288.10740496 170.73031405]],3.665011355006218,,1977,37
52974,703465,1964,['69/6389069_1926-01-08_1964.jpg'],1.0,['Chester Feldman'],[[150.00095219  60.39638087 283.74780915 194.14323784]],3.37654808947521,,1926,38
52975,716212,2010,['38/638938_1960-12-02_2010.jpg'],1.0,['Joe Henry'],[[230.92097838  50.65725617 320.46883949 140.20511728]],3.4424822190531117,,1960,50
52976,725944,2013,['56/6389656_1987-07-26_2013.jpg'],1.0,['Panagiotis Kone'],[[151.78570353 106.51399247 286.7208367  241.44912564]],4.021718528984965,,1987,26
52979,725871,2014,['75/6389675_1987-05-14_2014.jpg'],1.0,['Ari Freyr Skúlason'],[[197.05741458  91.42342212 264.08498117 158.4509887 ]],3.837298056621404,,1987,27
52985,703391,1995,['32/738132_1925-10-26_1995.jpg'],1.0,['Jan Wolkers'],[[ 46.09649356  68.93974034 148.48110408 171.32435086]],3.5214070434640328,,1925,70
52986,714950,2010,['73/7381773_1957-06-19_2010.jpg'],1.0,['Simon Treves'],[[ 77.6 128.8 307.2 358.4]],5.136888392864086,,1957,53
52990,705377,1983,['81/738481_1931-04-04_1983.jpg'],1.0,['Bobby Ray Inman'],[[161  81 304 224]],4.308781785444635,,1931,52
52993,710199,1968,['92/7385392_1944-06-16_1968.jpg'],0.0,['Annie Famose'],[[146.64056547 209.09223638 333.07557821 395.52724912]],3.4080321454505813,,1944,24
52996,705727,1959,['88/7385988_1932-03-19_1959.jpg'],0.0,['Gail Kobe'],[[150.2690248   86.24515703 341.4606281  277.43676033]],4.052277390867147,,1932,27
53000,725298,2014,['01/7389301_1985-10-18_2014.jpg'],1.0,['Yoenis Céspedes'],[[ 83.11220192 110.54960256 329.24880769 356.68620833]],4.214635317017251,,1985,29
53001,718856,2011,['60/8380060_1968-02-28_2011.jpg'],0.0,['Varsha Usgaonkar'],[[165.27458726  44.9354658  221.67732901 101.33820755]],3.6223764772426432,,1968,43
53004,698692,1966,['79/8382279_1912-12-14_1966.jpg'],1.0,['Alfred Lennon'],[[ 70.21805336 104.88708004 381.35929348 416.02832016]],3.0800244546372224,,1912,54
53006,723863,2013,['87/8382387_1981-11-13_2013.jpg'],0.0,['Kirsten Price'],[[123.45351931 123.45351931 343.20585407 343.20585407]],4.428568592707966,,1981,32
53008,687772,1941,['54/8383054_1883-01-20_1941.jpg'],1.0,['Enoch L. Johnson'],[[ 41.72934904  41.72934904 226.43141974 226.43141974]],3.3531782006083852,,1883,58
53009,725491,2009,['79/8383279_1986-04-29_2009.jpg'],0.0,['Julia Bonk'],[[160.962 120.93  280.224 240.192]],4.629347323317963,,1986,23
53010,722729,2013,['09/8383409_1978-10-06_2013.jpg'],0.0,['Carolina Gynning'],[[148.78488601  85.44850629 337.79402516 274.45764544]],4.719846287622818,,1978,35
53012,716873,1994,['61/838461_1962-09-24_1994.jpg'],1.0,['Ally McCoist'],[[ 24.09755922  59.79089805 130.87557572 166.56891455]],4.816624491698818,,1962,32
53014,720677,2012,['87/838487_1973-02-22_2012.jpg'],1.0,['Shota Arveladze'],[[ 91.91318476  91.91318476 364.34873903 364.34873903]],4.410159465702092,,1973,39
53015,718488,2009,['84/8385084_1967-02-25_2009.jpg'],1.0,['Kevin Keen'],[[238.68370868 110.07089318 295.80947566 167.19666016]],3.390717855999289,,1967,42
53018,725274,2014,['91/8385391_1985-09-24_2014.jpg'],1.0,['Jonathan Soriano'],[[130.03799037 111.58599175 295.23197799 276.77997936]],3.7638969267836977,,1985,29
53025,713202,2015,['43/838743_1952-09-05_2015.jpg'],1.0,['Vidhu Vinod Chopra'],[[ 34.58   51.604 187.264 204.288]],4.0532549885792255,,1952,63
53026,724633,2011,['83/838783_1983-12-23_2011.jpg'],1.0,['Michael Chopra'],[[170.7035648   57.48785493 242.60509258 129.38938271]],3.6527498788848405,,1983,28
53028,724110,2014,['50/838950_1982-07-18_2014.jpg'],0.0,['Priyanka Chopra'],[[ 62.856 125.064 248.832 311.04 ]],4.859017075537943,,1982,32
53031,714510,2011,['27/938227_1956-04-05_2011.jpg'],1.0,['Diamond Dallas Page'],[[173.25216581  58.27205527 301.82279017 186.84267963]],3.7387963606566843,,1956,55
53035,717774,2007,['83/9383383_1965-03-13_2007.jpg'],1.0,['Krzysztof Grabowski'],[[155.76 113.52 281.6  239.36]],5.456131585930187,,1965,42
53038,714868,2000,['01/9384201_1957-03-29_2000.jpg'],1.0,['Maurice Benayoun'],[[ 79.70262713 132.25104521 315.2905085  367.83892658]],4.008596757359297,,1957,43
53039,714194,2008,['78/938478_1955-05-25_2008.jpg'],0.0,['Connie Sellecca'],[[ 42.6699712   42.6699712  169.24788479 169.24788479]],4.504798136113474,,1955,53
53043,726650,2007,['14/9385614_1989-07-01_2007.jpg'],1.0,['Mitch Hewer'],[[ 43.426345    54.12693125 139.10762125 149.8082075 ]],3.69708690147349,,1989,18
53050,706823,1970,['27/938827_1935-03-20_1970.jpg'],1.0,['Ted Bessell'],[[ 70.21805336 139.55610672 381.35929348 450.69734684]],4.2465491510820375,,1935,35
53051,724271,2008,['64/9388364_1982-12-26_2008.jpg'],1.0,['Carl Baker'],[[ 68.708  28.836 119.616  79.744]],3.4696627415640218,,1982,26
53053,726156,2012,['91/9389491_1988-02-23_2012.jpg'],1.0,['Tarik Elyounoussi'],[[ 80.52850783 160.17701567 438.06679308 517.71530091]],3.948105359717738,,1988,24
53056,725778,2012,['74/14801774_1987-02-10_2012.jpg'],1.0,['Danilo Arrieta'],[[121.60456282  61.24228141 256.53969599 196.17741458]],3.6337316989698576,,1987,25
53058,726455,2012,['80/14802880_1988-12-18_2012.jpg'],0.0,['Lizzie Armitstead'],[[140.26488871 100.44063479 318.59403133 278.76977741]],5.131651098630988,,1988,24
53060,715134,2009,['41/148041_1957-12-20_2009.jpg'],1.0,['Mike Watt'],[[ 43.56257851 171.61031405 426.82578513 554.87352067]],4.778877418763733,,1957,52
53063,718540,2013,['16/1480516_1967-04-18_2013.jpg'],0.0,['Maria Bello'],[[120.35276175 160.17701567 298.68190437 338.50615829]],4.331117534700575,,1967,46
53065,713313,2007,['24/1480524_1952-12-25_2007.jpg'],0.0,['C. C. H. Pounder'],[[ 65.57469135 162.61672838 355.82080244 452.86283947]],4.515160609250902,,1952,55
53068,709570,1990,['72/1480772_1942-09-26_1990.jpg'],0.0,['Gloria E. Anzaldúa'],[[ 40.70425392  80.52850783 398.24253916 438.06679308]],5.520302208817739,,1942,48
53073,695414,1948,['12/14812512_1903-12-24_1948.jpg'],0.0,['Ava Helen Pauling'],[[139.55610672 104.88708004 294.68672678 260.0177001 ]],3.0868308549825927,,1903,45
53075,723359,2014,['39/1481539_1980-06-27_2014.jpg'],1.0,['Kevin Pietersen'],[[175.93  59.13 280.32 163.52]],4.525247686581387,,1980,34
53076,721828,2011,['64/148164_1976-04-18_2011.jpg'],0.0,['Melissa Joan Hart'],[[130.26938271  97.92203703 274.95243825 242.60509258]],3.074199188718707,,1976,35
53077,723762,2012,['66/1481666_1981-08-04_2012.jpg'],1.0,['Marques Houston'],[[136.69513317  76.33285176 271.63026635 211.26798494]],3.7936793873436825,,1981,31
53081,728445,2014,['24/14821624_1994-05-31_2014.jpg'],0.0,['Shim Eun-kyung'],[[169.84  99.44 295.68 225.28]],5.054905932242423,,1994,20
53082,699366,1950,['65/1482265_1914-10-19_1950.jpg'],0.0,['Juanita Moore'],[[136.60820436 136.60820436 310.41875282 310.41875282]],4.93823662865408,,1914,36
53083,707425,1959,['11/1482311_1936-11-11_1959.jpg'],0.0,['Susan Kohner'],[[ 98.88771335  59.59582801 275.04319738 235.75131204]],3.624885051909303,,1936,23
53085,713247,1990,['21/1482521_1952-10-20_1990.jpg'],0.0,['Melanie Mayron'],[[ 27.63480714  45.88067857 109.47522856 127.72109998]],4.436493077795636,,1952,38
53086,716918,2009,['37/14825337_1962-11-08_2009.jpg'],1.0,['Alexander James Adams'],[[238.33648305  34.61378329 339.53783293 135.81513317]],3.9751765766848495,,1962,47
53087,711583,2006,['39/14825439_1948-03-31_2006.jpg'],1.0,['Ove Johansson'],[[ 17.8083923   69.99756918 173.96392296 226.15309984]],3.811271328728386,,1948,58
53090,705388,2013,['60/14827760_1931-04-15_2013.jpg'],0.0,['Sally Miller Gearhart'],[[ 91.42342212 121.60456282 226.35855529 256.53969599]],3.1070619736447838,,1931,82
53095,693579,1952,['04/1483004_1898-12-14_1952.jpg'],0.0,['Lillian Randolph'],[[145.11175504  64.9785578  288.47951008 208.34631284]],5.402346431105465,,1898,54
53096,698668,2004,['01/148301_1912-11-20_2004.jpg'],1.0,['Otto von Habsburg'],[[ 98.76281545  98.76281545 274.56468326 274.56468326]],3.0157163198609283,,1912,92
53097,724372,2009,['14/14830814_1983-04-06_2009.jpg'],0.0,['Bobbi Starr'],[[132.25104521 132.25104521 367.83892658 367.83892658]],5.390849652224081,,1983,26
53098,724602,2010,['38/14831238_1983-11-22_2010.jpg'],1.0,['Peter Niemeyer'],[[ 96.34257833 167.99951208 310.51337958 382.17031333]],3.714334317820187,,1983,27
53101,724120,2007,['85/1483385_1982-07-28_2007.jpg'],1.0,['Jonas Geirnaert'],[[ 38.03734277 186.66671384 371.57342767 520.20279874]],5.0323106177623655,,1982,25
53102,717320,2015,['25/14834225_1963-12-15_2015.jpg'],1.0,['Keith Armstrong'],[[164.80077931  59.26756404 269.69599458 164.16277931]],3.1477464746932573,,1963,52
53107,711564,1970,['75/148375_1948-03-12_1970.jpg'],1.0,['James Taylor'],[[130.93069969  75.19468553 297.25874214 241.52272799]],5.1630754830557235,,1948,22
53111,719189,2013,['32/1484032_1969-01-26_2013.jpg'],1.0,"['George Tillman, Jr.']",[[ 85.36  85.36 337.92 337.92]],3.6569714772761612,,1969,44
53112,720839,2012,['75/1484075_1973-08-03_2012.jpg'],1.0,['Michael Ealy'],[[ 97.92203703  97.92203703 388.16814812 388.16814812]],3.051618923511065,,1973,39
53117,722057,2006,['93/14843093_1976-12-03_2006.jpg'],1.0,['Anzor Astemirov'],[[119.18217881  42.79006386 195.22429377 118.83217881]],4.9252275026489025,,1976,30
53119,722839,2010,['35/148435_1979-01-24_2010.jpg'],0.0,['Tatyana Ali'],[[155.76  57.2  281.6  183.04]],5.068667471472634,,1979,31
53121,722914,2011,['88/14846188_1979-04-09_2011.jpg'],0.0,['Katsuni'],[[140.64843877 117.36703231 349.22109692 325.93969046]],5.3650870167132725,,1979,32
53122,710330,2011,['61/148461_1944-10-25_2011.jpg'],1.0,['Jon Anderson'],[[151.158  41.846 273.28  163.968]],3.5300485866940634,,1944,67
53123,711191,2011,['12/14851312_1947-03-05_2011.jpg'],0.0,['Julia Baird'],[[ 36.42846688  54.34270031 197.05656781 214.97080125]],3.6299175787147604,,1947,64
53124,726562,2007,['19/14852919_1989-04-04_2007.jpg'],0.0,['Kateřina Sokolová'],[[100.86106537  45.08269572 150.60159805  94.8232284 ]],4.170174872657889,,1989,18
53125,724769,2007,['07/14853007_1984-05-07_2007.jpg'],0.0,['Valeska Saab'],[[ 63.73225793  63.73225793 158.16564482 158.16564482]],5.360241683909246,,1984,23
53135,727063,2013,['99/14859299_1990-08-18_2013.jpg'],1.0,['Jared Daperis'],[[ 68.62218851 136.38437702 372.69203681 440.45422532]],4.387348182446007,,1990,23
53138,698806,1941,['56/14862556_1913-04-07_1941.jpg'],0.0,['Louise Currie'],[[151.512  55.64  273.92  178.048]],3.2571020231901127,,1913,28
53139,701178,1973,['28/148628_1919-10-05_1973.jpg'],1.0,['Donald Pleasence'],[[105.97683617 132.25104521 341.56471754 367.83892658]],4.460192521942154,,1919,54
53140,722669,2003,['09/1486409_1978-08-07_2003.jpg'],1.0,['Cirroc Lofton'],[[26.90384239 20.25138179 86.48198777 79.82952717]],3.2408448573430677,,1978,25
53143,719699,2013,['22/14869922_1970-06-20_2013.jpg'],1.0,['Marc Andreyko'],[[174.46155905  95.57903221 315.53010737 236.64758053]],3.8487217225952324,,1970,43
53144,703096,1948,['92/1486992_1925-01-04_1948.jpg'],1.0,['Johnny Lujack'],[[ 90.48   50.544 179.712 139.776]],3.2435499664013827,,1925,23
53149,701646,1941,['50/14874350_1921-01-15_1941.jpg'],1.0,['Todd Karns'],[[ 92.64  61.92 230.4  199.68]],5.097438313950826,,1921,20
53153,716282,2009,['80/14879480_1961-02-10_2009.jpg'],1.0,['Mark A. Brown'],[[110.54960256 110.54960256 233.21790545 233.21790545]],5.019329431770377,,1961,48
53154,714469,2012,['09/148809_1956-02-24_2012.jpg'],0.0,['Judith Butler'],[[ 97.92203703 227.31141974 388.16814812 517.55753083]],4.70737517174578,,1956,56
53155,724004,2014,['80/14882980_1982-04-03_2014.jpg'],0.0,['Sofia Boutella'],[[121.60456282 151.78570353 392.35482917 422.53596987]],4.796082812595828,,1982,32
53156,711768,2012,['30/148830_1948-10-02_2012.jpg'],0.0,['Donna Karan'],[[128.92773554 150.2690248  320.11933885 341.4606281 ]],4.324284371355821,,1948,64
53158,717685,2006,['81/1488581_1964-12-14_2006.jpg'],1.0,['Karey Kirkpatrick'],[[134.259351    45.157117   233.89336425 144.79113025]],4.420030272754134,,1964,42
53159,720097,2006,['66/1488666_1971-07-23_2006.jpg'],1.0,['Joel Stein'],[[ 89.02003366 147.83338944 352.88013466 411.69349043]],4.502590275248168,,1971,35
53164,721001,2007,['03/14890503_1974-01-12_2007.jpg'],0.0,['Claudia Conserva'],[[ 55.66532311  37.25554874 138.07330778 119.66353341]],4.380305338576901,,1974,33
53167,722433,2008,['19/14891219_1977-12-14_2008.jpg'],1.0,['Brain Damage'],[[154.52989196  41.3141821  226.43141974 113.21570987]],3.961173699861691,,1977,31
53172,719967,2008,['63/1489263_1971-03-15_2008.jpg'],0.0,['Penny Lancaster'],[[156.89062006  70.21805336 312.02124012 225.34867342]],4.750658619040311,,1971,37
53173,708505,1966,['72/14893172_1939-10-27_1966.jpg'],1.0,['Dallas Frazier'],[[134.51656652 112.2304721  334.29141631 312.00532189]],5.1883089940516385,,1939,27
53176,721818,2009,['46/14894146_1976-04-08_2009.jpg'],1.0,['Gabriel Rasch'],[[132.25104521 184.79946329 367.83892658 420.38734467]],3.481644329833766,,1976,33
53180,714761,2000,['80/14896880_1956-12-12_2000.jpg'],1.0,['Arturo Meza'],[[ 57.036  75.852 225.792 244.608]],3.850530370662556,,1956,44
53181,725273,2010,['25/14897425_1985-09-23_2010.jpg'],1.0,['Chris Johnson'],[[267.49801836  46.9479342  349.20429992 128.65421576]],3.016601251077641,,1985,25
53182,722973,2012,['33/14899333_1979-06-07_2012.jpg'],0.0,['Anna Torv'],[[113.52  85.36 366.08 337.92]],5.17683272345432,,1979,33
53184,722019,2013,['26/2480126_1976-10-26_2013.jpg'],1.0,['Brad Neely'],[[130.93069969 130.93069969 297.25874214 297.25874214]],3.6127728312151723,,1976,37
53189,720476,2009,['34/24805334_1972-08-05_2009.jpg'],1.0,['J-Ax'],[[121.60456282  61.24228141 256.53969599 196.17741458]],4.224381885054522,,1972,37
53193,722062,2003,['95/248095_1976-12-08_2003.jpg'],1.0,['Dominic Monaghan'],[[ 73.20773439 109.41160159 235.32513678 271.52900398]],3.5475240935315986,,1976,27
53195,706151,1967,['70/24810870_1933-05-17_1967.jpg'],0.0,['Thérèse Steinmetz'],[[107.58644628 214.29289256 298.77804959 405.48449587]],4.4023087938145045,,1933,34
53197,725490,2005,['92/2481192_1986-04-28_2005.jpg'],0.0,['Keri Sable'],[[ 83.55477216  62.86507912 268.96600952 248.27631648]],4.550499980245474,,1986,19
53198,710623,1988,['12/2481212_1945-08-14_1988.jpg'],1.0,"[""Dennis O'Rourke""]",[[105.97683617 184.79946329 341.56471754 420.38734467]],3.9936564596776987,,1945,43
53199,711020,2007,['27/248127_1946-09-15_2007.jpg'],1.0,['Tommy Lee Jones'],[[125.56196808  83.97464539 311.9049202  270.31759751]],3.1500687002165564,,1946,61
53201,712392,2007,['44/24814144_1950-06-18_2007.jpg'],0.0,['Heddy Lester'],[[ 26.97011595 120.18252177 146.47663772 239.68904355]],3.583516605206425,,1950,57
53203,722906,2009,['22/24814822_1979-04-01_2009.jpg'],1.0,['Ayaz Khan'],[[ 67.68066128  84.4603266  218.13564916 234.91531448]],5.154508368629051,,1979,30
53204,727515,2014,['88/24814988_1991-11-13_2014.jpg'],1.0,['Jeffrey Bruma'],[[ 65.57469135 130.26938271 355.82080244 420.5154938 ]],5.702532719496362,,1991,23
53207,708332,2008,['79/2481579_1939-05-07_2008.jpg'],1.0,['Ruggero Deodato'],[[181.96684423 166.87627388 316.9019774  301.81140705]],4.492597539778053,,1939,69
53208,724940,2011,['00/24817400_1984-10-25_2011.jpg'],1.0,['Damjan Pejčinoski'],[[198.918  68.886 253.872 123.84 ]],4.2117400164549945,,1984,27
53209,727311,2014,['97/24817997_1991-04-23_2014.jpg'],1.0,['Nathan Baker'],[[130.88885005  44.21628335 208.01416008 121.34159338]],3.025218035784417,,1991,23
53210,725948,2005,['76/24818976_1987-07-30_2005.jpg'],0.0,['Amell Santana'],[[178.79040122 114.09570987 323.47345677 258.77876541]],3.907305122997182,,1987,18
53219,729376,2015,['01/24825401_1996-12-17_2015.jpg'],0.0,['Elizaveta Tuktamysheva'],[[ 78.23569407  78.23569407 194.25423516 194.25423516]],6.434095606477408,,1996,19
53220,725671,2014,['35/24825435_1986-10-26_2014.jpg'],1.0,['René Rast'],[[ 59.61335578 177.24006733 323.47345677 441.10016832]],4.705987843380947,,1986,28
53223,722974,2003,['99/2482799_1979-06-08_2003.jpg'],0.0,['Ashley Long'],[[177.02448113  59.47216038 308.57484198 191.02252123]],4.542280914913456,,1979,24
53224,727111,2015,['83/24829783_1990-10-05_2015.jpg'],1.0,['Federico Delbonis'],[[132.25104521  79.70262713 249.6049859  197.05656781]],4.497577943681376,,1990,25
53225,723596,2012,['61/2483261_1981-02-19_2012.jpg'],1.0,['Tye Dillinger'],[[146.21848133  73.48224066 238.99050504 166.25426438]],4.577549541516651,,1981,31
53226,702739,2009,['20/2483320_1924-01-13_2009.jpg'],1.0,['Roland Petit'],[[ 79.61882894   0.668      315.80331576 236.85248682]],3.3306233441215527,,1924,85
53228,701493,2009,['17/24837617_1920-08-15_2009.jpg'],0.0,['Kamala Sankrityayan'],[[ 44.06491666  87.73383333 174.67566665 218.34458332]],4.261045038656126,,1920,89
53229,715202,1984,['16/24839516_1958-02-26_1984.jpg'],1.0,['Humphrey Campbell'],[[ 69.064 114.632 273.408 318.976]],4.920392950345854,,1958,26
53232,714211,1981,['94/24841994_1955-06-11_1981.jpg'],0.0,['Linda Williams'],[[104.88708004 208.89416008 416.02832016 520.0354002 ]],3.8318784054905715,,1955,26
53243,707817,1968,['78/248478_1937-12-08_1968.jpg'],1.0,['James MacArthur'],[[130.93069969  93.77335692 297.25874214 260.10139937]],4.998896579723517,,1937,31
53246,716924,2007,['39/2484939_1962-11-14_2007.jpg'],1.0,['Harland Williams'],[[111.05277561 111.05277561 275.60193904 275.60193904]],5.656898188745858,,1962,45
53251,720250,2008,['51/248551_1971-12-23_2008.jpg'],1.0,['Corey Haim'],[[  0.5        121.75732532 218.26318558 339.5205109 ]],4.973676189956396,,1971,37
53253,723951,2008,['02/2485602_1982-02-09_2008.jpg'],0.0,['Ami Suzuki'],[[139.55610672 139.55610672 294.68672678 294.68672678]],3.491216516916384,,1982,26
53254,722723,2012,['06/24857306_1978-09-30_2012.jpg'],1.0,['Juan Magan'],[[ 65.57469135 162.61672838 355.82080244 452.86283947]],4.561310019410581,,1978,34
53255,726362,2013,['10/24858310_1988-09-16_2013.jpg'],1.0,['Dimitris Siovas'],[[138.1870032  121.0386278  291.52238181 274.37400641]],4.106145576445974,,1988,25
53257,724698,2014,['01/24859801_1984-02-26_2014.jpg'],1.0,['Eñaut Zubikarai'],[[156.80266094  67.65828326 256.29008583 167.14570815]],3.5116079883166202,,1984,30
53261,709346,2010,['56/24862856_1942-02-14_2010.jpg'],1.0,['Roland Giraud'],[[ 98.93881545  98.93881545 318.69115021 318.69115021]],4.609177198790215,,1942,68
53268,720931,2014,['72/2486872_1973-11-03_2014.jpg'],1.0,['Ben Fogle'],[[ 83.97464539 125.56196808 270.31759751 311.9049202 ]],3.128210102062432,,1973,41
53269,720933,2014,['37/24869237_1973-11-05_2014.jpg'],1.0,"[""George O'Connor""]",[[220.66793017 151.99670199 343.35614089 274.68491271]],4.357320056651338,,1973,41
53270,720382,2012,['57/2486957_1972-05-03_2012.jpg'],0.0,['Kristin Lehman'],[[ 85.36 113.52 337.92 366.08]],4.65026825853887,,1972,40
53273,691921,1940,['12/248712_1894-05-31_1940.jpg'],1.0,['Fred Allen'],[[ 96.34257833 120.22822292 310.51337958 334.39902417]],4.712070484043263,,1894,46
53276,722020,2011,['29/24872029_1976-10-27_2011.jpg'],1.0,['Thomas Jäger'],[[105.97683617 132.25104521 341.56471754 367.83892658]],3.853271682266816,,1976,35
53277,727377,2015,['71/24872171_1991-06-28_2015.jpg'],0.0,['Seohyun'],[[183.92  57.2  309.76 183.04]],4.365040741473948,,1991,24
53284,724155,2009,['16/2487616_1982-09-01_2009.jpg'],1.0,['Adam Terry'],[[115.0569151  100.74855072 243.24219459 228.93383021]],4.418516077882593,,1982,27
53286,703845,1981,['32/2488232_1927-01-23_1981.jpg'],1.0,['Fred Williams'],[[ 99.4829159   50.02045795 148.38737385  98.9249159 ]],3.622446318680926,,1927,54
53287,698871,1953,['33/24883133_1913-06-11_1953.jpg'],1.0,['Coby Whitmore'],[[303.73088412  71.95550215 463.55076394 231.77538197]],3.2028659271516404,,1913,40
53289,708927,2006,['36/2488436_1940-12-22_2006.jpg'],0.0,['Janet Langhart'],[[ 61.24228141 151.78570353 331.99254776 422.53596987]],4.197201294760331,,1940,66
53292,726550,2015,['55/24889155_1989-03-23_2015.jpg'],1.0,['Edu Bedia'],[[169.84  99.44 295.68 225.28]],5.309488672906776,,1989,26
53297,723279,2009,['86/24890886_1980-04-08_2009.jpg'],1.0,['Josep Ayala'],[[195.95604953 103.06269261 278.68007076 185.78671384]],3.399304019208167,,1980,29
